window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
500	k_medoids	6	0.022173541080673598	0.5897724921342866	0.618071797441399	140,255,23,110,63,274	64	10.833333333333334
500	contiguous_segmentation	6	0.016647033068382798	0.5872916396812008	0.6155595595354811	5,443,36,138,181,62	5	1
500	k_medoids	7	0.017874067033088054	0.5870692180161624	0.6172636356284346	167,63,23,106,76,197,233	59	8.571428571428571
500	contiguous_segmentation	7	0.025025921276441397	0.5808916446626661	0.6158083448062106	5,443,36,98,40,181,62	6	1
500	k_medoids	8	0.02976819417139184	0.5792207427082882	0.618325218022749	36,178,30,280,24,101,135,81	56	7.125
500	contiguous_segmentation	8	0.032930625772318395	0.5759710862269183	0.6170642402154568	5,304,139,36,98,40,181,62	7	1
500	k_medoids	9	0.029889133348553885	0.5790226360873446	0.6175772344778426	201,48,174,30,23,208,60,89,32	68	7.666666666666667
500	contiguous_segmentation	9	0.03876905210820392	0.571858421671782	0.6171427855341719	5,304,95,44,36,98,40,181,62	8	1
500	k_medoids	10	0.03670457591605549	0.5741570712246555	0.6185267544278904	98,39,29,66,22,96,33,37,224,221	57	5.8
500	contiguous_segmentation	10	0.04692636474109918	0.5668343494717312	0.617331627657499	5,135,169,95,44,36,98,40,181,62	9	1
500	k_medoids	11	0.043170648799431166	0.5673686126639846	0.61743826764546	219,22,170,128,35,70,32,35,30,72,52	60	5.545454545454546
500	contiguous_segmentation	11	0.053391631405181196	0.561853455701452	0.6173485573358166	5,42,93,169,95,44,36,98,40,181,62	10	1
500	k_medoids	12	0.04039033469242852	0.5660031418489926	0.6172728126407202	162,40,102,49,83,103,22,91,25,28,33,127	72	6.083333333333333
500	contiguous_segmentation	12	0.06072649424291576	0.5567810171484168	0.6172022859519067	5,42,93,53,116,95,44,36,98,40,181,62	11	1
500	k_medoids	13	0.048502924099746714	0.5619048904124815	0.6177900257438304	196,21,189,79,43,49,30,113,37,37,22,24,25	59	4.615384615384615
500	contiguous_segmentation	13	0.06573789937474286	0.5527963426316892	0.6171569132083137	5,42,93,53,21,95,95,44,36,98,40,181,62	12	1
500	k_medoids	14	0.047446211675587095	0.5582874185206483	0.6173913076572698	164,41,20,28,21,30,157,118,40,44,33,36,60,73	68	4.928571428571429
500	contiguous_segmentation	14	0.0634824016778741	0.5495023275931898	0.6171287016360583	5,42,93,53,21,95,95,44,28,8,98,40,181,62	13	1
500	k_medoids	15	0.05726985335342144	0.5523204697398314	0.6175145246663352	189,21,23,44,36,27,29,127,66,56,24,73,30,26,94	71	4.8
500	contiguous_segmentation	15	0.06444040204650067	0.5488177534061073	0.6171126259336615	5,42,93,53,21,95,95,44,28,8,98,40,181,57,5	14	1
1000	k_medoids	2	0.07123903390210339	0.5071176733536383	0.5465822752565059	388,40	4	2.5
1000	contiguous_segmentation	2	0.044361628986092284	0.5036499416400292	0.5271296553056902	258,170	1	1
1000	k_medoids	3	0.062426819488644536	0.49654553161050186	0.5403167232599914	375,26,27	4	1.6666666666666667
1000	contiguous_segmentation	3	0.0476095598199338	0.497513647378706	0.527524577420476	5,253,170	2	1
1000	k_medoids	4	0.0539998738146994	0.4898343704769459	0.5329802688137528	306,25,55,42	11	3
1000	contiguous_segmentation	4	0.045629271946008645	0.4880673472962	0.5246197319170026	5,253,104,66	3	1
1000	k_medoids	5	0.06915123698326517	0.4818280256246904	0.5361389151434519	279,26,51,29,43	15	3.2
1000	contiguous_segmentation	5	0.03716976871816584	0.48040647007032944	0.524041434915956	5,253,104,12,54	4	1
1000	k_medoids	6	0.08868009378848267	0.46887716265031165	0.5346272024678294	259,25,26,26,65,27	12	2.1666666666666665
1000	contiguous_segmentation	6	0.04280114619726489	0.4730759886370454	0.5233825559603382	5,253,104,12,30,24	5	1
1000	k_medoids	7	0.09922097659377764	0.4614260114152533	0.5355993749732226	268,25,31,25,20,29,30	12	1.8571428571428572
1000	contiguous_segmentation	7	0.03497833177275139	0.46987521881931554	0.5232077776549013	5,253,104,12,30,19,5	6	1
1000	k_medoids	8	0.11339504512803772	0.4486506609900364	0.5291479451366498	166,25,26,26,23,25,22,115	18	2.375
1000	contiguous_segmentation	8	0.05584078374423622	0.45884149411394404	0.5260454765741338	5,65,188,104,12,30,19,5	7	1
1000	k_medoids	9	0.11276388176402347	0.44399871575707556	0.5278287830408436	56,27,24,149,33,23,21,70,25	22	2.5555555555555554
1000	contiguous_segmentation	9	0.0762402297212993	0.44852999566816254	0.526033073990434	5,65,85,103,104,12,30,19,5	8	1
1000	k_medoids	10	0.1112649994778261	0.4383200709785763	0.5256270842225543	82,23,21,92,21,53,36,28,21,51	27	2.8
1000	contiguous_segmentation	10	0.09173798319292531	0.4396757942637396	0.5260888284024993	5,65,85,21,82,104,12,30,19,5	9	1
1000	k_medoids	11	0.13459563049926598	0.4269459548792652	0.5260409828162884	24,21,68,23,57,19,21,23,21,56,95	29	2.727272727272727
1000	contiguous_segmentation	11	0.10760575813696502	0.43018531506470814	0.526246183894699	5,43,22,85,21,82,104,12,30,19,5	10	1
1000	k_medoids	12	0.15833685671857078	0.4147776275018133	0.5272285232019761	23,17,22,27,25,25,95,25,16,104,20,29	22	1.9166666666666667
1000	contiguous_segmentation	12	0.12310992446882349	0.42106529364825657	0.5259974894829419	5,43,22,18,67,21,82,104,12,30,19,5	11	1
1000	k_medoids	13	0.16126491101379078	0.4074487515773901	0.5290623823002905	136,21,20,16,41,17,16,23,25,21,44,17,31	21	1.6923076923076923
1000	contiguous_segmentation	13	0.13689205043044086	0.4126499419959672	0.5258308629118058	5,43,22,18,67,21,63,19,104,12,30,19,5	12	1
1000	k_medoids	14	0.16853617032069368	0.40169857698472566	0.5260332893713271	28,19,22,33,23,23,22,20,21,90,25,43,43,16	24	1.7857142857142858
1000	contiguous_segmentation	14	0.1510556354235687	0.4041049232584319	0.5258341180539795	5,43,22,18,67,21,47,16,19,104,12,30,19,5	13	1
1000	k_medoids	15	0.183902258268935	0.39139095386986184	0.5265394482577282	94,19,14,43,21,21,24,16,22,17,26,35,14,18,44	23	1.6
1000	contiguous_segmentation	15	0.15973262787140613	0.3967404572921658	0.5254926903585727	5,43,22,18,67,21,47,16,19,14,90,12,30,19,5	14	1
